X	70	9
X	58	0
X	56	4
X	52	0
X	77	5
X	35	0
X	4	1
X	49	0
X	43	6
X	60	4
X	65	1
X	33	7
X	71	1
X	64	2
X	46	1
X	63	2
X	48	2
X	18	3
X	22	9
X	20	2
X	11	1
X	18	5
X	52	1
X	19	0
X	13	2
X	23	0
X	58	0
X	0	2
X	0	2
X	11	1
X	62	1
X	30	1
F	13	1
F	73	0
F	9	3
F	62	1
F	11	3
F	61	3
F	21	1
F	24	9
F	74	0
F	9	1
X	10	7
X	26	0
X	37	0
X	28	5
X	55	1
X	12	1
X	13	3
X	40	2
X	65	0
X	0	1
X	20	2
X	14	4
X	14	2
X	2	0
X	2	0
X	23	2
X	4	0
X	47	6
X	44	0
X	44	0
X	24	3
X	45	1
X	9	4
X	29	7
X	28	0
X	41	7
X	15	7
X	72	6
X	60	1
X	6	1
X	35	0
X	66	0
X	48	5
X	23	3
X	25	0
X	51	4
X	77	1
X	24	5
X	47	5
X	53	1
X	18	3
X	22	7
X	51	4
X	72	0
X	13	3
X	65	0
X	59	7
X	28	8
X	57	3
X	77	7
X	23	4
X	70	3
X	76	3
X	12	2
X	49	0
X	27	0
X	31	0
X	25	0
X	70	9
X	77	6
X	54	4
X	19	3
X	67	1
X	40	0
X	19	0
X	29	7
X	10	0
X	32	1
X	61	7
X	56	4
X	31	0
X	72	9
X	25	0
X	9	4
X	40	0
X	18	6
X	54	4
X	36	2
X	47	3
X	46	6
X	50	0
X	42	0
X	39	1
X	13	4
A	78	4
A	79	5
A	80	1
A	81	3
A	82	7
A	83	3
A	84	10
A	85	10
A	86	5
A	87	7
A	88	4
A	89	7
A	90	10
A	91	5
A	92	2
A	93	5
A	94	6
A	95	2
A	96	9
A	97	10
A	98	1
A	99	4
A	100	3
A	101	4
A	102	2
A	103	10
A	104	1
A	105	7
A	106	6
A	107	2
A	108	5
A	109	7
A	110	5
A	111	8
A	112	2
A	113	10
A	114	2
A	115	2
A	116	1
A	117	7
A	118	6
A	119	5
A	120	6
A	121	1
A	122	9
A	123	10
A	124	9
A	125	6
A	126	9
A	127	6
A	128	2
A	129	6
A	130	6
A	131	8
A	132	2
A	133	1
A	134	7
A	135	8
A	136	9
A	137	1
A	138	8
A	139	7
A	140	2
A	141	2
A	142	1
A	143	10
A	144	6
A	145	4
A	146	7
A	147	6
A	148	10
A	149	4
A	150	1
A	151	5
A	152	4
A	153	5
A	154	7
A	155	4
A	156	5
A	157	10
A	158	5
A	159	9
A	160	8
A	161	6
A	162	8
A	163	3
A	164	9
A	165	1
A	166	5
A	167	5
A	168	4
A	169	4
A	170	5
A	171	10
A	172	7
A	173	2
A	174	8
A	175	2
A	176	1
A	177	5
A	178	6
A	179	4
A	180	4
A	181	7
A	182	8
A	183	8
A	184	6
A	185	10
A	186	3
A	187	7
A	188	9
A	189	7
A	190	9
A	191	3
A	192	7
A	193	5
A	194	10
A	195	6
A	196	5
A	197	5
A	198	5
A	199	10
A	200	6
A	201	3
A	202	8
A	203	10
A	204	7
A	205	9
A	206	7
A	207	6
A	208	1
A	209	1
A	210	4
A	211	2
A	212	9
A	213	3
A	214	8
A	215	2
A	216	4
A	217	2
A	218	7
A	219	7
A	220	9
A	221	5
X	140	0
X	41	5
X	67	0
X	36	2
X	92	1
X	139	2
X	79	1
X	159	7
X	90	6
X	77	4
X	103	4
X	10	6
X	155	2
X	92	1
X	16	1
X	180	2
X	34	0
X	120	1
X	123	8
X	206	6
X	79	3
X	155	3
X	90	2
X	33	5
X	33	6
X	46	8
X	135	0
X	148	7
X	152	1
X	101	0
X	194	3
X	47	1
X	142	0
X	102	0
X	160	2
X	161	2
X	108	1
X	194	0
X	131	7
X	201	2
X	132	0
X	131	1
X	148	7
X	10	3
X	195	2
X	84	1
X	187	5
X	126	6
X	12	0
X	82	4
X	162	1
X	35	1
X	131	3
X	198	4
X	208	0
X	187	5
X	15	7
X	154	2
X	25	0
X	207	5
X	214	1
X	13	2
X	182	1
X	66	0
X	88	2
X	167	3
F	39	2
F	163	2
F	221	4
F	150	0
F	195	5
X	65	3
X	18	1
X	30	5
X	191	1
X	172	0
X	68	2
X	167	4
X	163	1
X	75	0
X	27	0
X	58	0
X	104	0
X	29	7
X	2	1
X	159	3
X	34	2
X	213	1
X	205	4
X	132	1
X	173	0
X	188	4
X	131	6
X	136	0
X	139	1
A	222	3
A	223	7
A	224	3
A	225	5
A	226	6
A	227	3
A	228	5
A	229	6
A	230	5
A	231	2
A	232	2
A	233	1
A	234	6
A	235	2
A	236	7
A	237	4
A	238	9
A	239	8
A	240	3
A	241	9
A	242	9
A	243	6
A	244	9
A	245	7
A	246	5
A	247	6
A	248	1
A	249	3
A	250	4
A	251	9
A	252	10
A	253	5
A	254	7
A	255	1
A	256	1
A	257	10
A	258	3
A	259	8
A	260	4
A	261	2
A	262	6
A	263	3
A	264	9
A	265	5
A	266	5
X	128	1
X	194	6
X	106	3
X	125	2
X	136	3
X	174	0
X	234	3
X	95	0
X	242	5
X	31	2
X	72	8
X	175	1
X	159	2
X	252	7
X	172	5
X	103	5
X	185	1
X	7	3
X	228	1
X	119	1
X	247	1
X	158	4
X	239	0
X	214	3
F	169	0
F	63	4
F	204	6
F	2	3
F	15	3
F	235	0
F	247	3
F	243	5
F	214	3
F	107	0
F	127	1
F	109	4
F	76	5
F	10	4
X	45	1
X	110	0
X	64	1
X	107	1
X	52	2
X	203	9
X	228	1
X	208	0
X	44	0
X	202	6
X	197	4
X	114	0
X	58	0
X	214	2
X	80	0
X	121	0
X	51	5
X	218	1
X	25	0
X	245	0
X	29	6
X	111	0
X	266	4
X	157	0
X	34	0
X	170	0
X	135	0
X	241	5
X	229	3
X	80	0
X	161	3
X	190	6
X	187	4
X	220	5
X	26	1
X	166	2
X	102	0
X	87	3
X	89	5
X	61	7
X	89	6
X	126	4
X	169	1
X	96	8
X	207	3
A	267	5
A	268	8
A	269	10
A	270	3
A	271	9
A	272	4
A	273	10
A	274	8
A	275	7
A	276	6
A	277	3
A	278	3
A	279	10
A	280	6
A	281	9
A	282	3
A	283	7
A	284	1
A	285	9
A	286	3
A	287	3
A	288	2
A	289	6
A	290	3
A	291	2
A	292	8
A	293	5
A	294	1
A	295	8
A	296	9
A	297	10
A	298	7
A	299	4
A	300	6
A	301	2
A	302	5
A	303	6
A	304	6
A	305	4
A	306	10
A	307	4
A	308	5
A	309	4
A	310	5
A	311	8
A	312	5
A	313	8
A	314	3
A	315	1
A	316	10
A	317	3
A	318	1
A	319	3
A	320	7
A	321	10
A	322	4
A	323	5
A	324	6
A	325	7
A	326	1
A	327	10
A	328	3
A	329	5
A	330	3
A	331	4
A	332	10
A	333	1
A	334	6
A	335	6
A	336	8
A	337	5
A	338	10
A	339	8
A	340	3
A	341	2
A	342	4
A	343	7
A	344	1
A	345	4
A	346	6
A	347	8
A	348	3
A	349	4
A	350	4
A	351	5
A	352	2
A	353	4
A	354	10
A	355	9
A	356	4
A	357	2
A	358	1
A	359	7
A	360	5
A	361	6
A	362	4
A	363	8
A	364	9
A	365	1
A	366	7
A	367	7
A	368	2
A	369	4
A	370	5
A	371	10
A	372	7
A	373	3
A	374	1
A	375	9
A	376	6
A	377	7
A	378	10
A	379	2
A	380	8
A	381	8
A	382	3
A	383	4
A	384	1
A	385	8
A	386	10
A	387	7
A	388	5
A	389	6
A	390	2
A	391	7
A	392	9
A	393	8
A	394	2
A	395	10
A	396	5
A	397	10
A	398	9
A	399	5
A	400	5
A	401	4
A	402	7
A	403	5
A	404	10
A	405	7
A	406	1
X	158	4
X	142	0
X	97	3
X	29	7
X	85	4
X	47	2
X	84	7
X	57	1
X	268	0
X	46	6
X	333	0
X	112	1
X	246	1
X	344	0
X	161	5
F	170	4
F	186	1
F	15	2
X	352	0
X	259	6
X	56	1
X	232	1
X	269	5
X	298	2
X	351	2
X	5	8
X	214	5
X	94	0
X	100	2
X	231	0
X	187	5
X	255	0
X	266	4
X	378	2
X	244	2
X	246	0
X	363	6
X	19	1
X	288	1
X	212	8
X	406	0
X	76	3
X	35	0
X	59	8
X	254	3
X	207	3
X	278	0
X	51	3
X	233	0
X	287	0
X	388	0
X	129	2
X	364	3
X	84	4
X	182	2
X	36	0
X	323	4
X	214	4
X	250	0
X	165	0
X	204	1
X	211	0
X	68	3
X	239	3
X	319	0
X	125	4
X	244	8
X	87	0
X	1	1
X	208	0
X	390	0
X	257	7
X	230	1
X	269	8
X	307	0
X	1	6
X	11	2
X	30	5
X	387	5
X	31	1
X	103	2
X	262	3
X	160	2
X	78	2
X	252	0
X	26	5
X	325	6
X	83	1
X	5	8
X	61	6
A	407	9
A	408	4
A	409	5
A	410	7
A	411	10
A	412	5
A	413	7
A	414	9
A	415	9
A	416	1
A	417	4
A	418	6
A	419	2
A	420	7
A	421	8
A	422	3
A	423	8
A	424	9
A	425	1
A	426	6
A	427	1
A	428	9
A	429	9
A	430	4
A	431	6
A	432	6
A	433	4
A	434	8
A	435	9
A	436	1
A	437	7
A	438	7
A	439	9
A	440	4
A	441	6
A	442	7
A	443	4
A	444	8
A	445	1
A	446	4
A	447	8
A	448	4
A	449	5
A	450	10
A	451	8
A	452	8
A	453	9
A	454	8
A	455	1
A	456	10
A	457	4
A	458	7
A	459	4
A	460	6
A	461	2
A	462	3
A	463	2
A	464	3
A	465	6
A	466	6
A	467	7
A	468	1
A	469	3
A	470	7
A	471	2
A	472	9
A	473	9
A	474	8
A	475	7
A	476	6
A	477	7
A	478	6
A	479	10
A	480	7
A	481	10
A	482	9
A	483	4
A	484	10
A	485	8
A	486	3
A	487	3
A	488	8
A	489	10
A	490	8
A	491	5
A	492	2
A	493	2
A	494	2
A	495	4
A	496	5
X	388	1
X	242	2
X	295	7
X	462	0
X	303	5
X	189	6
X	132	0
X	215	1
X	426	3
X	488	5
X	459	1
X	460	1
X	82	0
X	19	0
X	452	3
X	264	6
X	397	1
X	42	1
X	349	2
X	185	5
X	464	1
X	412	3
X	38	0
X	310	4
X	241	8
X	251	3
X	200	3
X	386	7
X	483	2
X	404	2
X	42	1
X	484	6
X	479	5
X	351	2
X	99	0
X	5	3
X	237	2
X	220	2
X	112	0
X	318	0
X	368	0
X	272	3
X	360	2
X	443	1
X	9	4
F	54	5
F	262	3
F	227	1
F	206	5
F	382	0
F	426	4
F	397	4
F	170	2
X	446	1
X	322	2
X	120	2
X	449	1
X	94	1
A	497	9
A	498	7
A	499	6
A	500	2
A	501	7
A	502	1
A	503	6
A	504	4
A	505	4
A	506	6
A	507	3
A	508	6
A	509	8
A	510	8
A	511	6
A	512	9
A	513	4
A	514	6
A	515	8
A	516	2
A	517	3
A	518	7
A	519	10
A	520	1
A	521	10
A	522	5
A	523	5
A	524	2
A	525	2
A	526	2
A	527	6
A	528	10
A	529	10
A	530	3
A	531	10
A	532	9
A	533	1
A	534	9
A	535	4
A	536	1
A	537	6
A	538	8
A	539	4
A	540	6
A	541	4
A	542	3
A	543	8
A	544	6
A	545	7
A	546	7
A	547	8
A	548	5
A	549	5
A	550	7
A	551	7
A	552	4
A	553	6
A	554	9
A	555	2
A	556	8
A	557	2
A	558	5
A	559	1
X	525	1
X	502	0
X	93	1
X	19	3
X	13	3
X	456	2
X	364	5
X	476	3
X	517	1
X	257	1
X	92	0
X	405	3
X	35	0
X	484	7
X	121	0
X	24	0
X	113	4
X	111	1
X	60	0
X	363	6
X	458	0
X	377	1
X	287	1
X	9	0
X	274	7
X	422	0
X	506	1
X	331	2
X	97	7
X	101	0
X	186	2
X	4	1
X	287	0
X	171	1
X	275	4
X	294	0
X	7	4
X	539	0
X	456	8
X	186	0
X	373	0
X	222	0
X	158	1
X	53	2
X	536	0
X	92	1
X	93	2
X	372	6
X	528	7
X	449	2
X	270	2
X	336	7
X	320	0
X	232	0
X	525	0
X	426	1
X	268	5
X	211	1
X	312	1
X	208	0
X	348	0
X	496	4
X	365	0
X	341	1
X	471	1
X	372	1
X	335	5
X	157	2
X	200	4
X	260	0
X	50	2
X	301	1
X	28	4
X	183	6
X	522	1
X	191	0
X	386	0
X	197	0
X	224	1
X	139	1
X	361	1
X	202	5
X	428	8
X	95	1
X	356	2
X	277	1
X	553	2
X	438	6
X	2	0
X	205	0
X	174	6
X	248	0
X	347	6
X	297	9
X	21	0
X	456	9
X	108	2
X	264	0
X	248	0
X	492	1
X	366	3
X	182	2
X	14	4
X	554	2
X	345	1
X	450	9
X	81	1
X	235	1
X	332	7
X	170	1
X	422	2
X	535	3
X	503	2
X	136	5
X	105	3
X	339	5
X	535	3
X	218	1
X	320	6
X	221	2
X	532	2
X	112	1
X	107	1
X	28	3
X	39	1
X	343	1
F	420	3
F	53	2
F	199	5
F	358	0
F	44	1
F	545	1
X	322	3
X	413	2
X	53	1
X	175	1
X	350	2
X	220	5
X	63	1
X	116	0
X	308	0
X	191	0
X	76	1
X	17	1
A	560	3
A	561	7
A	562	9
A	563	7
A	564	1
A	565	9
A	566	7
A	567	9
A	568	8
A	569	10
A	570	10
A	571	3
A	572	5
A	573	6
A	574	1
A	575	10
A	576	8
A	577	3
A	578	6
A	579	6
A	580	7
A	581	6
A	582	1
A	583	5
A	584	5
A	585	9
A	586	4
A	587	4
A	588	10
A	589	7
A	590	5
A	591	8
A	592	4
A	593	5
A	594	2
A	595	6
A	596	4
A	597	9
A	598	6
A	599	4
A	600	5
A	601	3
A	602	9
A	603	10
A	604	2
A	605	8
A	606	6
A	607	2
A	608	9
A	609	3
A	610	1
A	611	3
A	612	7
A	613	10
A	614	8
A	615	2
A	616	5
A	617	1
A	618	3
A	619	8
A	620	2
A	621	4
A	622	8
A	623	7
A	624	10
A	625	2
A	626	10
A	627	9
A	628	2
A	629	2
A	630	2
A	631	8
X	282	1
X	596	0
X	566	2
X	15	5
X	483	0
X	430	2
X	48	1
X	125	5
X	70	5
X	187	5
X	417	2
X	12	2
X	23	3
X	607	0
X	217	0
X	587	0
X	174	6
X	571	0
X	86	4
X	338	0
X	434	2
X	621	2
X	238	3
X	100	0
X	575	7
X	349	0
X	183	3
X	293	1
X	250	0
X	555	0
X	228	3
X	571	1
X	121	0
X	364	3
X	496	3
X	15	0
X	269	6
X	468	0
X	377	3
X	315	0
X	257	1
X	251	3
X	272	1
X	34	2
X	194	9
X	506	4
X	502	0
X	476	5
X	414	5
X	132	1
X	174	0
X	369	0
X	287	0
X	487	0
X	495	0
X	523	2
X	583	1
X	338	4
X	425	0
X	30	3
X	451	7
X	63	6
X	444	2
X	114	1
X	66	5
X	192	4
X	550	4
X	357	0
X	517	1
X	370	2
X	467	1
X	602	8
X	302	2
X	279	9
X	140	1
X	350	2
X	386	9
X	325	4
X	587	1
X	71	2
X	473	2
X	354	4
X	75	3
X	446	2
X	506	1
X	89	4
X	450	3
X	59	5
X	402	0
X	172	5
X	623	0
X	413	1
X	99	0
X	410	5
X	478	3
X	537	0
X	534	2
X	111	5
X	377	2
X	184	3
X	220	3
X	608	0
X	574	0
X	323	4
X	398	4
X	478	3
X	229	4
X	624	2
X	66	1
X	192	6
X	425	0
X	260	1
X	575	4
X	547	1
X	324	3
X	464	2
X	381	3
X	379	0
X	172	1
X	197	0
X	335	1
X	161	5
X	554	8
X	42	0
X	234	1
X	580	1
X	32	1
X	427	0
X	45	3
X	138	1
X	584	4
X	121	0
X	17	0
X	382	2
X	585	3
X	214	6
X	441	0
X	80	0
X	347	5
X	583	0
X	368	0
X	218	2
X	591	7
X	162	3
X	15	5
X	495	2
X	89	0
X	391	1
X	621	0
X	420	5
X	128	1
X	33	5
X	71	2
X	81	0
X	354	0
X	292	1
X	376	1
X	462	2
X	346	3
X	190	6
X	183	1
X	0	0
X	156	1
X	535	3
X	237	1
X	83	0
X	341	1
X	218	4
X	310	3
X	359	0
X	333	0
X	412	0
X	421	6
X	252	1
X	278	0
X	18	7
X	578	0
X	112	1
X	300	5
X	477	2
X	493	0
X	525	0
X	276	4
X	326	0
X	65	4
X	333	0
X	351	4
X	483	2
X	156	3
X	320	5
X	6	4
X	111	3
X	17	0
X	130	5
X	392	3
X	268	0
X	250	0
X	237	1
X	483	0
X	56	7
X	183	1
X	360	0
X	195	0
X	307	0
X	507	0
X	275	0
X	542	1
X	251	5
X	69	1
X	383	3
X	571	0
X	164	7
X	335	4
X	390	1
X	220	6
X	72	8
X	601	2
X	310	0
X	396	3
X	407	4
X	506	2
X	119	4
X	58	0
X	424	2
X	551	3
X	616	2
X	556	5
X	549	1
X	209	0
X	205	5
X	500	0
X	331	0
F	558	3
F	527	2
F	335	5
F	370	0
F	207	0
F	454	7
F	30	1
F	631	3
F	595	2
F	422	2
F	296	2
F	559	0
F	230	1
F	487	2
F	555	0
F	41	0
X	30	2
X	78	0
X	334	3
X	201	1
X	521	6
X	234	5
X	403	1
X	480	2
X	600	0
X	404	3
X	59	2
X	580	5
A	632	8
A	633	7
A	634	2
A	635	7
A	636	10
A	637	7
A	638	10
A	639	6
A	640	3
A	641	7
A	642	10
A	643	1
X	20	3
X	577	1
X	32	0
X	90	6
X	248	0
X	83	2
X	221	3
X	304	0
X	71	0
X	300	0
X	167	0
X	395	6
X	239	4
X	305	0
X	568	4
X	490	3
X	241	2
X	590	4
X	222	0
X	128	0
X	496	3
X	556	6
X	184	2
X	258	1
X	544	1
X	305	3
X	540	1
X	88	1
X	160	6
X	438	6
X	581	5
X	496	3
X	81	2
X	383	3
X	269	5
X	375	5
X	390	0
X	297	0
X	165	0
X	195	3
X	93	0
X	131	2
F	578	0
F	230	0
F	404	2
F	343	5
F	61	5
F	551	5
F	186	2
F	271	3
X	608	0
X	345	0
X	527	1
X	621	1
X	29	7
X	178	5
X	200	3
X	188	6
X	41	3
X	577	0
X	342	0
X	301	1
X	635	2
X	379	1
X	209	0
X	163	0
X	533	0
X	468	0
X	174	2
X	313	4
X	289	3
X	336	4
X	458	5
X	126	5
X	623	2
X	56	0
X	331	0
X	82	6
X	203	5
X	223	3
X	9	4
X	139	2
X	108	1
X	192	5
X	159	7
X	488	4
X	24	3
X	379	1
X	584	4
X	438	0
X	370	2
X	112	1
X	82	6
X	92	0
X	181	2
X	249	0
X	61	2
X	428	2
X	545	3
X	571	0
X	322	0
X	239	7
X	49	0
X	537	3
X	182	0
X	327	7
X	146	2
X	514	0
X	336	7
X	555	1
X	210	2
X	470	5
X	533	0
X	405	4
X	71	1
X	375	3
X	64	1
X	129	2
X	195	3
X	220	8
X	584	0
X	428	3
X	398	8
X	399	2
X	511	5
X	169	2
X	547	2
X	626	0
X	497	6
X	506	2
X	84	0
X	300	2
X	64	1
X	211	1
X	575	1
X	294	0
X	587	0
X	26	3
X	284	0
X	177	1
X	578	2
X	238	5
X	277	1
X	376	1
X	510	3
X	474	3
X	248	0
X	93	2
X	576	0
X	553	5
X	329	1
X	341	1
X	487	0
X	88	2
X	535	0
X	355	2
X	400	1
X	521	5
X	541	1
X	286	0
X	511	3
X	148	1
X	499	2
X	304	0
X	397	9
X	477	3
X	339	0
X	39	3
X	117	6
X	130	1
X	602	8
X	519	8
X	169	1
X	412	3
X	642	0
X	500	1
A	644	6
A	645	8
A	646	2
A	647	6
A	648	5
A	649	3
A	650	3
A	651	4
A	652	10
A	653	7
A	654	3
A	655	10
A	656	3
A	657	7
A	658	7
A	659	5
A	660	2
A	661	8
A	662	7
A	663	10
A	664	2
A	665	10
A	666	2
A	667	10
A	668	5
A	669	6
A	670	1
A	671	4
A	672	2
A	673	5
A	674	3
A	675	4
A	676	1
A	677	6
A	678	2
A	679	9
A	680	2
A	681	5
A	682	2
A	683	8
A	684	7
A	685	4
A	686	5
A	687	1
A	688	10
A	689	7
A	690	7
A	691	7
A	692	10
A	693	6
A	694	4
X	509	6
X	367	5
X	355	6
X	225	1
X	433	3
X	113	9
X	386	7
X	587	0
X	487	1
X	117	5
X	61	1
X	685	2
X	524	1
X	479	2
X	184	0
X	497	7
X	239	6
X	645	1
X	342	1
X	693	5
X	589	3
X	14	4
X	300	2
X	12	2
X	137	0
X	466	2
X	23	6
X	233	0
X	537	1
X	524	0
X	371	7
X	634	0
X	499	3
X	448	2
X	246	4
X	128	1
X	624	5
X	227	2
X	108	4
X	13	0
X	197	1
X	328	0
X	63	2
X	576	6
X	493	0
X	338	6
X	212	7
X	568	6
X	658	2
X	352	0
X	540	4
X	649	0
X	371	7
X	528	7
X	173	1
X	441	2
X	455	0
X	521	3
X	501	4
X	220	8
X	467	0
X	692	7
X	569	2
X	653	5
X	190	6
X	243	2
X	388	3
X	682	0
X	231	1
X	675	1
X	561	6
X	449	2
X	678	1
X	581	1
X	248	0
X	527	3
X	545	5
X	319	0
X	507	2
X	49	0
X	317	2
X	449	2
X	597	4
X	372	2
X	327	8
X	51	6
X	119	2
X	524	0
X	563	3
X	437	6
X	432	3
X	683	1
X	659	0
X	526	1
X	302	0
X	247	5
X	198	3
X	646	1
X	137	0
X	435	0
X	662	4
X	565	8
X	20	0
X	285	2
X	483	2
X	301	1
X	491	0
X	413	5
X	183	1
X	398	2
X	155	1
X	675	0
X	593	0
X	168	1
X	564	0
X	257	7
X	273	9
X	275	2
X	637	1
X	136	0
X	683	6
X	353	3
X	499	1
X	56	7
X	296	3
X	206	1
X	192	1
X	630	0
X	122	3
X	278	2
X	41	6
X	476	1
X	528	0
X	291	1
X	468	0
X	364	2
X	518	2
X	484	9
X	493	1
X	221	2
X	334	5
X	43	3
X	660	1
X	108	4
X	587	1
X	24	2
X	188	3
X	193	0
X	341	1
X	353	1
X	645	4
X	204	0
X	446	0
X	282	1
X	619	1
X	386	3
X	185	3
X	113	9
X	493	1
X	519	4
X	117	1
X	388	3
X	652	1
X	478	4
X	599	2
X	236	6
X	80	0
X	105	0
X	456	0
X	179	0
X	123	1
X	326	0
X	361	1
X	454	3
X	332	0
X	488	4
X	29	1
X	32	1
X	676	0
X	692	7
X	241	0
X	337	2
X	691	5
X	694	1
F	228	2
F	512	7
X	589	4
X	474	2
X	457	0
X	396	2
X	656	0
X	432	5
X	650	1
X	103	1
X	415	2
X	426	1
X	365	0
X	114	1
X	324	4
X	87	6
A	695	1
A	696	3
A	697	8
A	698	5
A	699	6
A	700	5
A	701	5
A	702	3
X	170	1
X	29	5
X	414	6
X	402	3
X	139	4
X	427	0
X	359	6
X	470	3
X	239	4
X	64	0
X	133	0
X	581	0
X	438	1
X	638	9
X	702	0
X	58	0
X	99	0
X	412	4
X	528	2
X	394	0
X	408	1
X	34	1
X	85	0
X	544	3
X	170	1
X	236	5
X	674	0
X	486	2
X	381	4
X	362	3
X	82	1
X	286	1
X	239	6
X	96	7
X	273	8
X	177	3
X	267	3
X	337	0
X	6	4
X	629	0
X	693	0
X	651	3
X	527	4
X	369	2
X	151	4
X	310	1
